1.291201019287109375e+02 -2.772726631164550781e+01 -3.142936944961547852e+00 -1.873718976974487305e+00 3.706812381744384766e+00 -6.417051553726196289e-01 5.098145008087158203e+00 9.722103118896484375e+00 2.206023788452148438e+01 6.761958599090576172e+00 -6.150804042816162109e+00 -2.156268119812011719e+00 9.548548698425292969e+00 -6.527682304382324219e+00 2.480296373367309570e+00 -6.316129207611083984e+00 8.331410408020019531e+00 1.390084934234619141e+01 6.393675327301025391e+00 6.809253692626953125e+00 -6.743615120649337769e-02 3.942507505416870117e+00 1.762647509574890137e+00 -4.902393221855163574e-01 -1.147131562232971191e+00 6.270162463188171387e-01 -2.687185764312744141e+00 8.519686698913574219e+00 6.261156082153320312e+00 8.617613792419433594e+00 5.222607135772705078e+00 6.076143264770507812e+00 2.349344491958618164e+00 -4.926006317138671875e+00 -2.155425310134887695e+00 6.190094947814941406e+00 -1.727959632873535156e+00 -1.539334654808044434e+00 -4.147011637687683105e-01 2.852006673812866211e+00
1.285440368652343750e+02 -2.324944686889648438e+01 6.778472423553466797e+00 -1.291889190673828125e+00 -9.429066658020019531e+00 1.718439292907714844e+01 -1.071998119354248047e+01 1.796985054016113281e+01 2.050100135803222656e+01 1.586126923561096191e+00 -6.960824012756347656e+00 1.106653976440429688e+01 9.866812705993652344e+00 1.951670646667480469e+00 9.842615723609924316e-01 1.936728954315185547e+00 1.920254135131835938e+01 1.306861400604248047e+01 3.929931879043579102e+00 3.565959215164184570e+00 3.261783123016357422e-01 2.012544393539428711e+00 4.241461455821990967e-01 -1.732106357812881470e-01 3.314169943332672119e-01 -1.114643096923828125e+00 -1.266795635223388672e+00 7.124483108520507812e+00 9.178804397583007812e+00 3.121085643768310547e+00 -1.400092005729675293e+00 3.948521375656127930e+00 4.418497085571289062e+00 -1.700643301010131836e-01 -6.204025745391845703e+00 4.774199962615966797e+00 3.431670188903808594e+00 4.829164505004882812e+00 -3.051695108413696289e+00 1.871355533599853516e+00
1.288490295410156250e+02 -2.414958190917968750e+01 4.979266166687011719e+00 4.165281295776367188e+00 -4.139509797096252441e-01 2.146621465682983398e+00 -2.122946357727050781e+01 1.752669334411621094e+01 2.105949020385742188e+01 2.753726243972778320e+00 1.256111621856689453e+01 -4.256505966186523438e+00 1.322573375701904297e+01 1.259902286529541016e+01 7.165237903594970703e+00 -7.120677471160888672e+00 1.419476699829101562e+01 1.803313636779785156e+01 9.912227630615234375e+00 5.842732787132263184e-01 3.148199319839477539e+00 2.780509948730468750e+00 3.480042219161987305e-01 -6.160767078399658203e-01 9.036062955856323242e-01 6.415143013000488281e-01 -3.176571846008300781e+00 4.066802978515625000e+00 1.091596698760986328e+01 1.022948551177978516e+01 -7.558247447013854980e-01 1.377827882766723633e+00 -1.495897471904754639e-01 -1.710564136505126953e+00 7.706466197967529297e+00 1.070379257202148438e+01 3.537075042724609375e+00 2.179689854383468628e-01 -3.141108274459838867e+00 4.047286510467529297e+00
1.291083831787109375e+02 -2.407523155212402344e+01 5.635262280702590942e-02 -6.797968745231628418e-01 5.356398105621337891e+00 1.101299476623535156e+01 -1.470168972015380859e+01 1.304858589172363281e+01 8.330236434936523438e+00 -5.774818420410156250e+00 2.374688148498535156e+01 7.096110820770263672e+00 1.163705444335937500e+01 1.406714248657226562e+01 4.299982070922851562e+00 -1.350033378601074219e+01 6.831534862518310547e+00 9.624063491821289062e+00 8.732134819030761719e+00 6.975525021553039551e-01 -1.834182858467102051e+00 3.600433111190795898e+00 6.645001173019409180e-01 -7.251889109611511230e-01 -2.239392518997192383e+00 -1.324449181556701660e+00 2.243190288543701172e+00 6.334096431732177734e+00 -9.350078701972961426e-01 5.417208194732666016e+00 2.862557649612426758e+00 7.624164104461669922e+00 -1.390463232994079590e+00 -3.982223510742187500e+00 -2.041244208812713623e-01 -1.445487856864929199e+00 4.775525331497192383e-01 1.432849407196044922e+00 -3.843553304672241211e+00 2.480198860168457031e+00
1.285643310546875000e+02 -2.509786796569824219e+01 -6.030847549438476562e+00 -4.368166327476501465e-01 -7.642318010330200195e-01 -2.740946769714355469e+00 -3.218183279037475586e+00 1.705553627014160156e+01 5.558239936828613281e+00 6.651609897613525391e+00 2.694707679748535156e+01 2.467305564880371094e+01 3.451155471801757812e+01 3.869990587234497070e+00 -2.299324870109558105e-01 7.861096262931823730e-01 8.413919448852539062e+00 1.113911151885986328e+01 1.466662120819091797e+01 6.281730175018310547e+00 1.989143133163452148e+00 1.655851364135742188e+00 2.972738444805145264e-01 -1.130972146987915039e+00 8.065555095672607422e-01 -3.914797544479370117e+00 1.806086063385009766e+00 7.917720794677734375e+00 9.555484771728515625e+00 9.682659149169921875e+00 4.186660766601562500e+00 1.234594345092773438e+01 9.784551620483398438e+00 5.213052749633789062e+00 1.116957545280456543e+00 1.067240142822265625e+01 -5.606653690338134766e-01 -1.631152033805847168e-01 4.487005174160003662e-01 -2.526919603347778320e+00
1.306139373779296875e+02 -2.647738075256347656e+01 -7.499416828155517578e+00 -3.431359052658081055e+00 1.042829418182373047e+01 -1.304487133026123047e+01 2.015579605102539062e+01 9.318614959716796875e+00 -1.180667877197265625e+01 -7.360606193542480469e+00 6.111125469207763672e+00 1.333726787567138672e+01 3.199376296997070312e+01 1.262803077697753906e+01 7.525423526763916016e+00 1.001826381683349609e+01 7.039760589599609375e+00 1.091398620605468750e+01 1.770005798339843750e+01 2.395372629165649414e+00 -4.656145870685577393e-01 1.507102012634277344e+00 9.707248806953430176e-01 3.721928894519805908e-01 5.144286155700683594e-01 -8.733087778091430664e-01 -2.222678661346435547e+00 -2.404042720794677734e+00 -1.256788015365600586e+00 4.848152637481689453e+00 7.561452388763427734e+00 7.805891036987304688e+00 1.263763618469238281e+01 4.968026161193847656e+00 2.139162719249725342e-01 1.427882313728332520e+00 8.781452178955078125e+00 -3.508867263793945312e+00 -2.467044115066528320e+00 3.297719478607177734e+00
1.312396850585937500e+02 -2.463660621643066406e+01 -3.249557018280029297e+00 4.906493663787841797e+00 -1.106140995025634766e+01 -1.341945743560791016e+01 1.151479816436767578e+01 -2.553403377532958984e-01 -1.177482509613037109e+01 -7.248594164848327637e-01 -7.553656578063964844e+00 8.755285263061523438e+00 2.466671943664550781e+01 -2.377755165100097656e+00 9.179821014404296875e+00 1.619072151184082031e+01 -9.740277290344238281e+00 9.675034880638122559e-01 -1.666696548461914062e+00 8.571256637573242188e+00 3.650787591934204102e+00 -5.062641501426696777e-01 3.836781382560729980e-01 -6.892516016960144043e-01 -3.055634498596191406e+00 -2.077233076095581055e+00 -7.946919798851013184e-01 -8.370943665504455566e-01 -1.283344268798828125e+00 4.348786354064941406e+00 -1.244218587875366211e+00 -5.754899606108665466e-02 1.357661247253417969e+00 -1.650256156921386719e+00 -4.644690990447998047e+00 1.193495512008666992e+00 -1.027479887008666992e+00 9.447758793830871582e-01 -2.071251869201660156e+00 2.446154356002807617e+00
1.323536529541015625e+02 -2.348936080932617188e+01 -6.247778892517089844e+00 -6.053524017333984375e+00 -1.156796741485595703e+01 9.994416236877441406e-01 2.178965806961059570e+00 -9.011671066284179688e+00 1.032533740997314453e+01 -1.493920803070068359e+00 -1.654271697998046875e+01 -1.677436447143554688e+01 2.896875953674316406e+01 -9.869611740112304688e+00 1.157818031311035156e+01 1.851828217506408691e+00 1.853941917419433594e+00 1.045631790161132812e+01 -1.186267852783203125e+00 -3.417113304138183594e+00 2.763958930969238281e+00 2.244042634963989258e+00 1.637257218360900879e+00 -2.310910522937774658e-01 -2.741877734661102295e-01 1.069937586784362793e+00 -2.824165105819702148e+00 -5.018881797790527344e+00 -3.535522460937500000e+00 -6.057500839233398438e+00 -4.111529827117919922e+00 3.532082557678222656e+00 4.813893318176269531e+00 9.952787160873413086e-01 1.940203189849853516e+00 1.810814738273620605e+00 -7.093070983886718750e+00 -1.113453626632690430e+00 -2.117649793624877930e+00 -2.915666818618774414e+00
1.319007873535156250e+02 -2.863803291320800781e+01 -8.075809478759765625e+00 -5.703103542327880859e+00 -6.517713069915771484e+00 -1.158031845092773438e+01 -6.653584003448486328e+00 1.934995770454406738e+00 1.493539810180664062e+01 4.123970508575439453e+00 2.563442662358283997e-02 1.423158884048461914e+00 2.041260337829589844e+01 -2.058387756347656250e+01 1.175968933105468750e+01 -6.264406442642211914e-01 -6.455791473388671875e+00 1.040755033493041992e+00 4.678579270839691162e-01 2.251169204711914062e+00 -1.111471533775329590e+00 2.729388475418090820e+00 -1.840653568506240845e-01 1.190949510782957077e-02 -1.173423171043395996e+00 7.890190482139587402e-01 -3.982110977172851562e+00 -9.715193510055541992e-01 -7.021099567413330078e+00 -9.171723127365112305e-01 -5.869122505187988281e+00 -2.391212940216064453e+00 1.096257090568542480e+00 -3.702040195465087891e+00 4.213247299194335938e+00 -3.028022766113281250e+00 3.254963159561157227e+00 -2.692569196224212646e-01 -4.102030768990516663e-02 -5.394160747528076172e-01
1.295294189453125000e+02 -2.656026458740234375e+01 -1.520982265472412109e+01 -4.205358505249023438e+00 -1.526831054687500000e+01 -1.820239639282226562e+01 -1.153234004974365234e+01 -7.879115939140319824e-01 -3.968857765197753906e+00 -1.107446098327636719e+01 1.101092720031738281e+01 -1.174774885177612305e+00 1.549988555908203125e+01 -1.212101650238037109e+01 2.278419876098632812e+01 1.419649791717529297e+01 -3.818033456802368164e+00 7.358979225158691406e+00 -6.815186977386474609e+00 -9.670687913894653320e-01 1.006174683570861816e+00 -2.092007160186767578e+00 6.939870715141296387e-01 -6.740204691886901855e-01 -1.613416552543640137e+00 -2.795975685119628906e+00 1.692862033843994141e+00 -3.273570775985717773e+00 7.000241756439208984e+00 5.476267814636230469e+00 -3.924291610717773438e+00 -2.117414951324462891e+00 -6.301420688629150391e+00 -6.817703247070312500e+00 -2.163926601409912109e+00 1.603197693824768066e+00 -9.463459849357604980e-01 -1.665075719356536865e-01 -5.737152695655822754e-01 -8.536019325256347656e-01
