0.08297348 -1.703743 -0.5739287 0.3310814 -0.5879176 -0.3697105 0.09633727 0.6553231 -0.3608254 0.2780372 0.07081629 0.2702236 -0.2827429 -0.1369333 -0.0748566 -0.1531343 0.01295067 0.05575168 0.1348777 -0.1285206 0.1134922 0.06044971 -0.02744143 -0.01256824 -0.01827844 -0.1118157 -0.04813237 0.09282046 -0.07134786 0.0456943 0.09357537 -0.007215882 0.1314887 -0.003408795 -0.001283468 -0.03124287 0.02958367 0.0122519 0.0570311 -0.1358431 0.009084603 -0.05686536 -0.0441096 0.09654728 0.1095941 -0.02232944 0.07078862 -0.07401327 -0.09158342 -0.008174213 0.007274027 0.06411893 0.04988299 -0.01224073 -0.01701344 0.04798491 -0.01317357 -0.03262058 0.02244682 0.1193215 -0.0180805 -0.02203465 0.09865507 -0.02039603 -0.007497038 0.01170063 0.002067521 -0.02098758 -0.003275069 0.01950558 -0.002550303 -0.04683315 -0.0002512426 -0.01810648 -0.02122422 0.04959331 0.0139619 0.02066437 0.01290653 -0.02055642 0.01043233 -0.008135776 0.02491655 0.02002534 -0.04218829 -0.007592063 0.03908293 -0.05086867 -0.02885016 -0.006687819 -0.009367377 -0.001993147 0.01953301 0.001564357 0.02768959 -0.03391992 0.004803202 -0.001474533 0.007619572 0.007907214
0.08717728 -2.632333 -0.721106 0.3373492 -0.808558 -0.7923896 0.4745504 1.376462 -0.9484953 1.06018 -0.2833774 0.8222628 -0.8473946 -0.1137873 -0.1135144 -0.2248894 0.003114081 -0.1932289 0.6747334 0.0131591 0.3065649 0.0812114 -0.673561 -0.1415354 0.2017374 -0.472954 0.2125933 0.08200347 0.2527926 0.6694173 0.2540412 -0.02439643 -0.1356489 0.3658176 0.2026648 -0.3182835 0.3051644 0.07192008 0.2073608 -0.1768897 0.1158195 -0.215989 -0.106436 0.3497642 0.217381 -0.06111941 0.2409115 -0.3749441 -0.2926524 0.2155121 0.151469 0.05375225 0.1917681 -0.04826519 -0.02934048 0.07004597 0.1835396 -0.1687292 0.1397564 0.3036906 -0.02979743 -0.3272395 0.2985902 -0.1114412 0.1018613 0.2809221 0.07917319 0.07447354 0.0321268 0.110579 0.08564523 -0.3493089 0.03966338 0.02067658 -0.02689583 0.01201053 -0.1018999 0.05892713 -0.1481046 -0.08723731 -0.02731144 0.05290909 0.08921926 -0.05797415 -0.1124832 -0.08649481 0.1307577 -0.1786797 -0.06594165 -0.0378709 -0.1013888 0.008210928 -0.01100655 0.0128054 0.08169159 -0.0567349 0.1540245 0.02916407 0.0001879841 0.01432673
-0.2264366 -2.904006 -0.6264276 -0.05219851 -0.4903505 -0.6647705 0.4559169 1.20623 -1.07224 0.5838519 0.01751459 0.7936132 -0.9452774 -0.07313972 0.08279483 -0.1336807 0.04222779 -0.2236429 0.8064083 0.1511725 0.1984435 -0.0126592 -1.167845 -0.4448219 0.1390354 -0.5003082 0.09523396 0.1777875 0.5168506 0.7279093 0.04407353 -0.1349704 -0.1381002 0.5757201 0.05085262 -0.4756781 0.3194702 -0.1994081 -0.01115973 -0.3318129 0.0566634 -0.205932 -0.07532863 0.224342 0.2301661 -0.06847269 0.5766142 -0.405828 -0.3814137 0.1492844 0.2709326 0.05981227 0.1891253 0.01085664 0.1426099 0.07495345 0.3691478 -0.2023136 0.08868555 0.2421826 0.1501919 -0.3816161 0.258127 -0.01706009 0.1934804 0.2722163 0.078282 0.01437079 0.1210985 0.2584118 0.1131147 -0.403242 0.1282385 0.07203568 0.04893743 0.04702045 -0.224919 0.0850387 -0.1781826 -0.08711272 0.06195368 0.09372629 0.1868625 -0.1567806 -0.2097887 -0.09539159 0.1236744 -0.1763394 -0.04128703 -0.07647666 -0.04784583 -0.0190148 0.05083415 -0.02916349 0.06943361 0.01710293 0.2356339 0.003818725 0.01105464 0.02777366
-0.3651543 -2.833583 -0.7262503 -0.1718072 -0.2392561 -0.6944104 0.3336245 1.400807 -0.7537807 0.1720279 -0.1749701 0.5648006 -0.9471532 0.1203976 -0.1625585 -0.2162957 -0.04430648 -0.2567712 0.654084 0.1777916 0.1406203 0.2257435 -0.950956 -0.5702662 0.08530343 -0.4222182 0.2676392 -0.06108451 0.7636036 0.6515878 -0.2345636 -0.1821184 0.1832372 0.7567353 0.231636 -0.4787761 0.3979869 -0.2265611 0.1061566 -0.5114414 0.1095262 -0.1709113 0.1118197 0.3539295 0.0742952 -0.09244784 0.5166828 -0.5171404 -0.4144024 0.2191659 0.4205881 -0.09840666 0.01376601 0.007287591 0.2363275 -0.06969155 0.2571091 -0.1454758 0.08942363 0.5204327 -0.05113797 -0.4354006 0.2005683 0.0184254 0.1975242 0.2571965 0.02513563 0.1314239 0.2170259 0.2005216 0.1053622 -0.3539122 0.1557262 -0.0526553 0.1704993 -0.1486106 -0.2653077 0.05794451 -0.1575742 -0.05483132 0.02524093 0.1757368 0.09823354 -0.1087938 -0.1828815 -0.06750309 0.1196784 -0.2619491 -0.09592407 -0.03891363 -0.02904699 -0.06796674 -0.06568143 0.02910954 0.0002477393 0.04870969 0.182579 -0.04903274 -0.008705768 -0.05709849
-0.360714 -2.925909 -0.9836002 -0.03713055 -0.5386571 -0.8450229 0.6947126 1.721285 -0.5250392 0.3318232 -0.3667263 0.3716081 -0.9312494 0.1883818 0.1305876 -0.06335665 -0.241492 -0.2481882 0.9549161 0.3135152 0.2393514 0.2871067 -1.078075 -0.7590711 0.1074029 -0.52223 0.2860658 0.03348921 0.6446066 0.7559537 -0.2168107 -0.01832307 0.1645737 0.852435 0.3098414 -0.506808 0.3722869 -0.1533365 0.2567194 -0.6463912 0.3333566 -0.101918 0.03322789 0.2241266 -0.02187475 0.01063286 0.2458077 -0.6469472 -0.5386414 0.2707473 0.3706346 -0.296804 0.01757866 -0.009769995 0.1908738 -0.09321905 0.4705407 -0.2503263 0.04089502 0.5077555 0.1470019 -0.5020334 0.2266846 -0.02246854 0.2561622 0.2615635 0.003542136 0.07144294 0.1560983 0.1704121 0.1809019 -0.4417874 0.06000197 -0.1394312 0.2173675 -0.3546027 -0.4435128 0.05176647 -0.2232517 0.020867 0.02097924 0.118705 0.0166695 -0.1169559 -0.2273979 0.02098057 0.04687746 -0.4294987 -0.002706907 -0.07414849 -0.05067859 -0.08488611 -0.09271807 0.03947785 0.0524902 0.08951654 0.1254321 -0.07091632 -0.1443432 -0.06997301
-0.4250221 -2.935186 -1.048406 0.02794026 -0.655059 -1.036814 0.8981563 1.937129 -0.6942339 0.2846235 -0.3298357 0.2855464 -1.190423 0.2082718 0.1406574 -0.06025082 -0.1119573 -0.2003903 0.9655524 0.3282231 0.2323752 0.3476606 -1.168304 -1.005328 0.3356858 -0.4668898 0.1253725 -0.1783016 0.5968995 0.9615882 -0.1560248 0.006895303 0.09188891 1.092296 0.3072186 -0.5756785 0.2851868 -0.469749 0.1777878 -0.419835 0.467438 -0.2592679 0.08787631 0.05439967 -0.119829 0.2039728 0.2077218 -0.6741105 -0.4218752 0.425953 0.5875397 -0.04681903 0.144567 0.07993063 0.009463893 -0.1100383 0.6296182 -0.4016933 0.1556403 0.5636902 0.2302871 -0.4550283 0.08938023 0.05432587 0.3433017 0.27224 -0.1563527 0.01272911 -0.01535498 0.3336573 0.2760914 -0.4458753 0.1283303 -0.1910887 0.346232 -0.53536 -0.6223108 0.09166246 -0.3090359 0.08088673 0.1240873 0.1820272 0.06065884 -0.3146301 -0.2354345 0.1580233 0.08738081 -0.5145489 0.009507662 -0.1053276 -0.05798801 -0.05896236 -0.10512 0.06856059 0.01916538 0.06443609 0.195422 -0.05748733 -0.1774534 -0.066176
-0.5584908 -2.919463 -1.10424 0.03215038 -0.6811575 -1.120589 0.8560483 2.101606 -0.9022419 0.3148945 0.01331824 0.4544288 -1.40192 0.138369 0.02602433 0.03856647 0.1011788 -0.2616239 1.216061 0.2807978 0.3271227 0.2534265 -1.141746 -1.262777 0.06415926 -0.4380908 0.3902201 -0.1808519 0.5650512 1.032675 -0.249194 -0.06017896 0.006261477 1.128621 0.1895152 -0.6601452 0.4045516 -0.419512 0.119719 -0.1381335 0.2546089 -0.3500732 0.165574 -0.07844935 -0.3128001 0.1290301 0.2739079 -0.6274735 -0.5383038 0.3210679 0.4374668 0.1534723 0.1641138 0.1673664 0.03200621 -0.1719738 0.7282199 -0.4223534 0.2816894 0.5353462 0.3006997 -0.4544363 0.1746264 0.08082508 0.3874123 0.3119044 -0.03401425 -0.0379744 -0.1091479 0.4161352 0.2256481 -0.5004415 0.1727348 -0.1861983 0.4683613 -0.6509642 -0.7567497 0.1533873 -0.4592091 -0.04059041 0.2760497 0.1192444 0.03868048 -0.4790242 -0.133415 0.1988713 0.03172973 -0.5504578 -0.002559343 -0.1409398 -0.1128846 -0.08033136 -0.1692913 0.008383558 -0.08878893 0.1559805 0.08742008 -0.0009996002 -0.2122198 -0.1185228
-0.5427513 -2.90611 -0.868611 -0.08420433 -0.5770166 -0.9331858 0.8964546 2.198354 -0.9132087 0.2672758 0.1148729 0.52866 -1.444143 0.2830845 -0.1197087 0.1119244 0.03704069 -0.4614349 1.129593 0.09308306 -0.00566366 0.2749234 -1.085117 -1.192779 -0.1426398 -0.4724667 0.3529556 -0.2974192 0.2645052 1.07954 -0.06894043 0.07304801 -0.1302058 1.24026 0.3946905 -0.8109884 0.5405438 -0.5797725 0.04006967 -0.1635239 0.2224935 -0.3053514 0.1002702 -0.05729139 -0.415625 0.1156392 0.3713415 -0.4655286 -0.5246751 0.4070081 0.3012479 0.1275627 0.3477947 0.2802163 0.07470191 -0.2448173 0.7537818 -0.4231647 0.121029 0.685173 0.3482912 -0.5856377 0.0981891 0.09565005 0.3550884 0.3783518 0.163525 -0.02480544 -0.21849 0.3938209 0.3105237 -0.5791036 0.1944317 -0.1732817 0.4705808 -0.6175732 -0.6462004 0.07990948 -0.4536756 -0.07240794 0.3350306 0.1166175 -0.03602147 -0.4237573 -0.07582019 0.1783594 0.01677388 -0.6109117 0.06187958 -0.1766426 -0.2506438 -0.1868281 -0.215334 0.164382 -0.0484075 0.1593818 0.03498949 -0.02828052 -0.1489725 -0.1664195
-0.7178001 -2.938057 -0.6507855 -0.1933975 -0.6908705 -0.6222816 0.7591999 2.289092 -0.7628261 0.4180917 -0.2679196 0.4677053 -1.44402 0.4724167 -0.1618858 0.2136889 0.4880269 -0.3336862 0.9124119 -0.1522828 -0.2632659 0.2000295 -1.199978 -0.8740169 -0.2886248 -0.362174 0.3629531 -0.2744426 -0.1981695 1.154543 0.1493221 0.1837052 -0.05419767 1.074894 0.6618692 -0.6661466 0.6369292 -0.4507885 0.2328903 -0.08667592 -0.07593339 -0.1947455 0.1253555 0.1359723 -0.4059567 0.1615359 0.3114689 -0.6489841 -0.7428117 0.3730351 0.3241789 -0.1630989 0.2961227 0.2306492 0.4029445 -0.3921893 0.9804459 -0.4585101 0.2362424 0.7638751 0.3642499 -0.5926428 0.1588708 0.1686637 0.3825489 0.4263504 0.3480404 -0.1537206 -0.4184892 0.2507307 0.3606797 -0.5861464 0.2153719 -0.1699891 0.3743317 -0.5035465 -0.3461586 0.1924902 -0.6084791 -0.194644 0.5031779 -0.06110764 0.03188366 -0.5070201 -0.08979303 0.2722087 0.1866011 -0.5878914 0.1004905 -0.3680906 -0.4264743 -0.2955416 -0.158883 0.2106885 -0.06996727 0.1511566 -0.1230771 -0.04598474 -0.1223169 -0.1752339
-0.7294502 -2.950786 -0.7127486 -0.1569023 -0.7801927 -0.7364258 0.8305699 2.286886 -0.7433159 0.415716 -0.196816 0.5680475 -1.508299 0.2900385 -0.2587644 0.2998541 0.4429478 -0.2642603 0.9087995 -0.2069661 -0.198068 0.3042434 -1.348823 -0.9976849 -0.2426106 -0.3741375 0.3898521 -0.3948874 -0.2210444 1.155578 0.1850246 0.1091902 -0.08860959 1.046062 0.703104 -0.6649352 0.8266475 -0.3584523 0.4700817 -0.06447686 -0.1125656 -0.2215894 0.0993029 0.1442439 -0.4812804 0.007259662 0.3169077 -0.58304 -0.7989404 0.4865801 0.3839466 -0.1308001 0.4791154 0.1252481 0.3944815 -0.487746 1.111349 -0.5468637 0.2443914 0.8919541 0.2496839 -0.6708418 0.1298572 0.3000534 0.3559334 0.3714588 0.3816716 -0.08278586 -0.5048724 0.2237452 0.4488046 -0.6261054 0.2966907 -0.2018101 0.3382916 -0.6178316 -0.4466744 0.2068147 -0.6832076 -0.2004348 0.4939255 0.02096715 0.02603926 -0.6242131 -0.105434 0.3442306 0.1589271 -0.5799702 0.1388447 -0.4053692 -0.5230188 -0.2903844 -0.2183876 0.2361004 -0.02437242 0.1389475 -0.1552654 -0.01948627 -0.1243871 -0.2059078
-0.7453728 -2.914052 -0.7459327 -0.1167846 -0.739406 -0.851603 0.7846494 2.351051 -0.8926619 0.4049364 -0.2506705 0.4866233 -1.696235 0.1129522 -0.5015606 0.4564922 0.3741661 -0.2949425 0.822436 -0.2623251 -0.1049368 0.3161522 -1.24574 -1.193539 -0.1256868 -0.2644606 0.2481124 -0.6698006 -0.2014388 1.137197 0.2581947 0.2378835 -0.2439913 1.244817 0.8152946 -0.8701842 0.8634534 -0.5643331 0.3994748 -0.1236417 -0.1884652 -0.1789781 0.1068408 0.03796487 -0.6206769 0.020465 0.3931594 -0.4130521 -0.6355336 0.5068314 0.4061476 0.257157 0.5692854 0.01492272 0.08550216 -0.6064183 1.221807 -0.6721007 0.1916147 0.8311722 0.3728761 -0.6726735 0.1493405 0.1360669 0.3725533 0.448644 0.105072 0.1501659 -0.3341291 0.3090779 0.4527276 -0.7274711 0.2704667 -0.3463698 0.4008417 -0.7859976 -0.5476122 0.2420971 -0.5882079 -0.06253009 0.5262359 -0.05068829 0.1202127 -0.782948 -0.1331404 0.2192906 0.04989207 -0.5448184 0.2629845 -0.4295489 -0.5268918 -0.377904 -0.1999372 0.2128319 0.168615 -0.0895452 -0.07864746 0.06610647 -0.1015453 -0.3423455
